	TCR_401AB	TCR_403A	TCR_403B	TCR_464A	TCR_471A	TCR_663	TCR_668	TCR_669	TCR_672
clonotype1148	0	0	0	0	0	1	0	1	1
clonotype1149	0	0	0	0	0	1	0	1	1
clonotype1150	0	0	0	0	0	1	0	1	1
clonotype1151	0	0	0	0	0	1	0	1	1
clonotype1152	0	0	0	0	0	1	0	1	1
clonotype1153	0	0	0	0	0	1	0	1	1
clonotype1154	0	0	0	0	0	1	0	0	1
clonotype1155	0	0	0	0	0	1	0	1	1
clonotype1156	0	0	0	0	0	1	0	1	1
clonotype1157	0	0	0	0	0	1	0	1	1
clonotype1158	0	0	0	0	0	1	0	1	1
clonotype1159	0	0	0	0	0	1	0	1	1
clonotype1160	0	0	0	0	0	1	0	1	1
clonotype1161	0	0	0	0	0	1	0	1	1
clonotype1162	0	0	0	0	0	1	0	1	1
clonotype1163	0	0	0	0	0	1	0	1	1
clonotype1164	0	0	0	0	0	1	0	1	1
clonotype1165	0	0	0	0	0	1	0	1	1
clonotype1166	0	0	0	0	0	1	0	1	1
clonotype1167	0	0	0	0	0	1	0	1	1
clonotype1168	0	0	0	0	0	1	0	1	1
clonotype1169	0	0	0	0	0	1	0	1	1
clonotype1170	0	0	0	0	0	1	0	1	1
clonotype1171	0	0	0	0	0	1	0	1	1
clonotype1172	0	0	0	0	0	1	0	1	0
clonotype1173	0	0	0	0	0	1	0	1	1
clonotype1174	0	0	0	0	0	1	0	1	1
clonotype1175	0	0	0	0	0	1	0	1	1
clonotype1176	0	0	0	0	0	1	0	1	1
clonotype1177	0	0	0	0	0	1	0	1	1
clonotype1178	0	0	0	0	0	1	0	1	1
clonotype1179	0	0	0	0	0	1	0	1	1
clonotype1180	0	0	0	0	0	1	0	1	1
clonotype1181	0	0	0	0	0	1	0	1	1
clonotype1182	0	0	0	0	0	1	0	1	1
clonotype1183	0	0	0	0	0	1	0	1	1
clonotype1184	0	0	0	0	0	1	0	1	1
clonotype1185	0	0	0	0	0	1	0	1	1
clonotype1186	0	0	0	0	0	1	0	1	1
clonotype1187	0	0	0	0	0	1	0	1	1
clonotype1188	0	0	0	0	0	1	0	1	1
clonotype1189	0	0	0	0	0	1	0	1	1
clonotype1190	0	0	0	0	0	1	0	1	1
clonotype1191	0	0	0	0	0	1	0	1	1
clonotype1192	0	0	0	0	0	1	0	1	1
clonotype1193	0	0	0	0	0	1	0	1	1
clonotype1194	0	0	0	0	0	1	0	1	1
clonotype1195	0	0	0	0	0	1	0	1	1
clonotype1196	0	0	0	0	0	1	0	1	1
clonotype1197	0	0	0	0	0	1	0	1	1
clonotype1198	0	0	0	0	0	1	0	1	1
clonotype1199	0	0	0	0	0	1	0	1	1
clonotype1200	0	0	0	0	0	1	0	1	1
clonotype1201	0	0	0	0	0	1	0	1	1
clonotype1202	0	0	0	0	0	1	0	1	1
clonotype1203	0	0	0	0	0	1	0	1	1
clonotype1204	0	0	0	0	0	1	0	1	1
clonotype1205	0	0	0	0	0	1	0	1	1
clonotype1206	0	0	0	0	0	1	0	1	1
clonotype1207	0	0	0	0	0	1	0	1	1
clonotype1208	0	0	0	0	0	1	0	1	1
clonotype1209	0	0	0	0	0	1	0	1	1
clonotype1210	0	0	0	0	0	1	0	1	1
clonotype1211	0	0	0	0	0	1	0	1	1
clonotype1212	0	0	0	0	0	1	0	1	1
clonotype1213	0	0	0	0	0	1	0	1	1
clonotype1214	0	0	0	0	0	1	0	1	1
clonotype1215	0	0	0	0	0	1	0	1	1
clonotype1216	0	0	0	0	0	1	0	1	1
clonotype1217	0	0	0	0	0	1	0	1	1
clonotype1218	0	0	0	0	0	1	0	1	1
clonotype1219	0	0	0	0	0	1	0	1	1
clonotype1220	0	0	0	0	0	1	0	1	1
clonotype1221	0	0	0	0	0	1	0	1	1
clonotype1222	0	0	0	0	0	1	0	1	1
clonotype1223	0	0	0	0	0	1	0	1	1
clonotype1224	0	0	0	0	0	1	0	1	1
clonotype1225	0	0	0	0	0	1	0	1	1
clonotype1226	0	0	0	0	0	1	0	1	1
clonotype1227	0	0	0	0	0	1	0	1	1
clonotype1228	0	0	0	0	0	1	0	1	1
clonotype1229	0	0	0	0	0	1	0	1	1
clonotype1230	0	0	0	0	0	1	0	1	1
clonotype1231	0	0	0	0	0	1	0	1	1
clonotype1232	0	0	0	0	0	1	0	1	1
clonotype1233	0	0	0	0	0	1	0	1	0
clonotype1234	0	0	0	0	0	1	0	1	1
clonotype1235	0	0	0	0	0	1	0	1	1
clonotype1236	0	0	0	0	0	1	0	1	1
clonotype1237	0	0	0	0	0	1	0	1	1
clonotype1238	0	0	0	0	0	1	0	1	1
clonotype1239	0	0	0	0	0	1	0	0	1
clonotype1240	0	0	0	0	0	1	0	1	1
clonotype1241	0	0	0	0	0	1	0	1	1
clonotype1242	0	0	0	0	0	1	0	1	1
clonotype1243	0	0	0	0	0	1	0	1	1
clonotype1244	0	0	0	0	0	1	0	1	1
clonotype1245	0	0	0	0	0	1	0	1	1
clonotype1246	0	0	0	0	0	1	0	1	1
clonotype1247	0	0	0	0	0	1	0	1	1
clonotype1248	0	0	0	0	0	1	0	1	1
clonotype1249	0	0	0	0	0	1	0	1	1
clonotype1250	0	0	0	0	0	1	0	1	1
clonotype1251	0	0	0	0	0	1	0	1	1
clonotype1252	0	0	0	0	0	1	0	1	1
clonotype1253	0	0	0	0	0	1	0	1	1
clonotype1254	0	0	0	0	0	1	0	1	1
clonotype1255	0	0	0	0	0	1	0	1	1
clonotype1256	0	0	0	0	0	1	0	1	1
clonotype1257	0	0	0	0	0	1	0	1	1
clonotype1258	0	0	0	0	0	1	0	1	1
clonotype1259	0	0	0	0	0	1	0	1	1
clonotype1260	0	0	0	0	0	1	0	1	1
clonotype1261	0	0	0	0	0	1	0	0	1
clonotype1262	0	0	0	0	0	1	0	1	1
clonotype1263	0	0	0	0	0	1	0	1	1
clonotype1264	0	0	0	0	0	1	0	1	1
clonotype1265	0	0	0	0	0	1	0	1	1
clonotype1266	0	0	0	0	0	1	0	1	1
clonotype1267	0	0	0	0	0	1	0	1	1
clonotype1268	0	0	0	0	0	1	0	1	1
clonotype1269	0	0	0	0	0	1	0	1	1
clonotype1270	0	0	0	0	0	1	0	1	1
clonotype1271	0	0	0	0	0	1	0	0	1
clonotype1272	0	0	0	0	0	1	0	1	1
clonotype1273	0	0	0	0	0	1	0	1	1
clonotype1274	0	0	0	0	0	1	0	1	1
clonotype1275	0	0	0	0	0	1	0	1	1
clonotype1276	0	0	0	0	0	1	0	1	1
clonotype1277	0	0	0	0	0	1	0	1	1
clonotype1278	0	0	0	0	0	1	0	1	1
clonotype1279	0	0	0	0	0	1	0	1	1
clonotype1280	0	0	0	0	0	1	0	1	1
clonotype1281	0	0	0	0	0	1	0	1	1
clonotype1282	0	0	0	0	0	1	0	1	1
clonotype1283	0	0	0	0	0	1	0	1	1
clonotype1284	0	0	0	0	0	1	0	1	1
clonotype1285	0	0	0	0	0	1	0	1	1
clonotype1286	0	0	0	0	0	1	0	1	1
clonotype1287	0	0	0	0	0	1	0	1	1
clonotype1288	0	0	0	0	0	1	0	1	1
clonotype1289	0	0	0	0	0	1	0	1	1
clonotype1290	0	0	0	0	0	1	0	1	1
clonotype1291	0	0	0	0	0	1	0	1	1
clonotype1292	0	0	0	0	0	1	0	1	1
clonotype1293	0	0	0	0	0	1	0	1	1
clonotype1294	0	0	0	0	0	1	0	1	1
clonotype1295	0	0	0	0	0	1	0	1	1
clonotype1296	0	0	0	0	0	1	0	1	1
clonotype1297	0	0	0	0	0	1	0	1	1
clonotype1298	0	0	0	0	0	1	0	1	1
clonotype1299	0	0	0	0	0	1	0	1	1
clonotype1300	0	0	0	0	0	1	0	1	1
clonotype1301	0	0	0	0	0	1	0	1	1
clonotype1302	0	0	0	0	0	1	0	1	1
clonotype1303	0	0	0	0	0	1	0	1	1
clonotype1304	0	0	0	0	0	1	0	1	1
clonotype1305	0	0	0	0	0	1	0	1	1
clonotype1306	0	0	0	0	0	1	0	1	1
clonotype1307	0	0	0	0	0	1	0	1	1
clonotype1308	0	0	0	0	0	1	0	1	1
clonotype1309	0	0	0	0	0	1	0	1	1
clonotype1310	0	0	0	0	0	1	0	1	1
clonotype1311	0	0	0	0	0	1	0	1	1
clonotype1312	0	0	0	0	0	1	0	1	1
clonotype1313	0	0	0	0	0	1	0	1	1
clonotype1314	0	0	0	0	0	1	0	1	1
clonotype1315	0	0	0	0	0	1	0	1	1
clonotype1316	0	0	0	0	0	1	0	1	1
clonotype1317	0	0	0	0	0	1	0	1	1
clonotype1318	0	0	0	0	0	1	0	1	1
clonotype1319	0	0	0	0	0	1	0	1	1
clonotype1320	0	0	0	0	0	1	0	1	1
clonotype1321	0	0	0	0	0	1	0	1	1
clonotype1322	0	0	0	0	0	1	0	1	1
clonotype1323	0	0	0	0	0	1	0	1	1
clonotype1324	0	0	0	0	0	1	0	1	1
clonotype1325	0	0	0	0	0	1	0	1	1
clonotype1326	0	0	0	0	0	1	0	1	1
clonotype1327	0	0	0	0	0	1	0	1	1
clonotype1328	0	0	0	0	0	1	0	1	1
clonotype1329	0	0	0	0	0	1	0	1	1
clonotype1330	0	0	0	0	0	1	0	1	1
clonotype1331	0	0	0	0	0	1	0	1	1
clonotype1332	0	0	0	0	0	1	0	1	1
clonotype1333	0	0	0	0	0	1	0	1	1
clonotype1334	0	0	0	0	0	1	0	1	1
clonotype1335	0	0	0	0	0	1	0	1	1
clonotype1336	0	0	0	0	0	1	0	1	1
clonotype1337	0	0	0	0	0	1	0	1	1
clonotype1338	0	0	0	0	0	1	0	1	1
clonotype1339	0	0	0	0	0	1	0	1	1
clonotype1340	0	0	0	0	0	1	0	1	1
clonotype1341	0	0	0	0	0	1	0	1	1
clonotype1342	0	0	0	0	0	1	0	1	1
clonotype1343	0	0	0	0	0	1	0	1	1
clonotype1344	0	0	0	0	0	1	0	1	1
clonotype1345	0	0	0	0	0	1	0	1	1
clonotype1346	0	0	0	0	0	1	0	1	1
clonotype1347	0	0	0	0	0	1	0	1	1
clonotype1348	0	0	0	0	0	1	0	1	1
clonotype1349	0	0	0	0	0	1	0	1	1
clonotype1350	0	0	0	0	0	1	0	1	1
clonotype1351	0	0	0	0	0	1	0	1	0
clonotype1352	0	0	0	0	0	1	0	1	1
clonotype1353	0	0	0	0	0	1	0	1	1
clonotype1354	0	0	0	0	0	1	0	1	1
clonotype1355	0	0	0	0	0	1	0	1	1
clonotype1356	0	0	0	0	0	1	0	1	1
clonotype1357	0	0	0	0	0	1	0	1	1
clonotype1358	0	0	0	0	0	1	0	1	1
clonotype1359	0	0	0	0	0	1	0	1	1
clonotype1360	0	0	0	0	0	1	0	1	1
clonotype1361	0	0	0	0	0	1	0	1	1
clonotype1362	0	0	0	0	0	1	0	1	1
clonotype1363	0	0	0	0	0	1	0	1	1
clonotype1364	0	0	0	0	0	1	0	1	1
clonotype1365	0	0	0	0	0	1	0	1	1
clonotype1366	0	0	0	0	0	1	0	1	1
clonotype1367	0	0	0	0	0	1	0	1	1
clonotype1368	0	0	0	0	0	1	0	1	1
clonotype1369	0	0	0	0	0	1	0	1	1
clonotype1370	0	0	0	0	0	1	0	1	1
clonotype1371	0	0	0	0	0	1	0	1	1
clonotype1372	0	0	0	0	0	1	0	1	1
clonotype1373	0	0	0	0	0	1	0	1	1
clonotype1374	0	0	0	0	0	1	0	1	1
clonotype1375	0	0	0	0	0	1	0	1	1
clonotype1376	0	0	0	0	0	0	0	1	1
clonotype1377	0	0	0	0	0	1	0	1	1
clonotype1378	0	0	0	0	0	1	0	1	1
clonotype1379	0	0	0	0	0	1	0	1	1
clonotype1380	0	0	0	0	0	1	0	1	1
clonotype1381	0	0	0	0	0	1	0	1	1
clonotype1382	0	0	0	0	0	1	0	1	1
clonotype1383	0	0	0	0	0	1	0	1	1
clonotype1384	0	0	0	0	0	1	0	0	1
clonotype1385	0	0	0	0	0	1	0	1	1
clonotype1386	0	0	0	0	0	1	0	1	1
clonotype1387	0	0	0	0	0	1	0	1	1
clonotype1388	0	0	0	0	0	1	0	1	1
clonotype1389	0	0	0	0	0	1	0	1	1
clonotype1390	0	0	0	0	0	1	0	1	1
clonotype1391	0	0	0	0	0	1	0	1	1
clonotype1392	0	0	0	0	0	1	0	1	1
clonotype1393	0	0	0	0	0	1	0	1	1
clonotype1394	0	0	0	0	0	1	0	1	1
clonotype1395	0	0	0	0	0	1	0	1	1
clonotype1396	0	0	0	0	0	1	0	1	1
clonotype1397	0	0	0	0	0	1	0	1	1
clonotype1398	0	0	0	0	0	1	0	1	1
clonotype1399	0	0	0	0	0	1	0	1	1
clonotype1400	0	0	0	0	0	1	0	1	1
clonotype1401	0	0	0	0	0	1	0	1	1
clonotype1402	0	0	0	0	0	1	0	1	1
clonotype1403	0	0	0	0	0	1	0	1	1
clonotype1404	0	0	0	0	0	1	0	1	1
clonotype1405	0	0	0	0	0	1	0	1	1
clonotype1406	0	0	0	0	0	1	0	1	1
clonotype1407	0	0	0	0	0	1	0	1	1
clonotype1408	0	0	0	0	0	1	0	1	1
clonotype1409	0	0	0	0	0	1	0	1	1
clonotype1410	0	0	0	0	0	1	0	1	1
clonotype1411	0	0	0	0	0	1	0	1	1
clonotype1412	0	0	0	0	0	1	0	1	1
clonotype1413	0	0	0	0	0	1	0	1	1
clonotype1414	0	0	0	0	0	1	0	1	1
clonotype1415	0	0	0	0	0	1	0	1	1
clonotype1416	0	0	0	0	0	1	0	1	1
clonotype1417	0	0	0	0	0	1	0	1	1
clonotype1418	0	0	0	0	0	1	0	1	1
clonotype1419	0	0	0	0	0	1	0	1	1
clonotype1420	0	0	0	0	0	1	0	1	1
clonotype1421	0	0	0	0	0	1	0	1	1
clonotype1422	0	0	0	0	0	1	0	1	1
clonotype1423	0	0	0	0	0	1	0	1	1
clonotype1424	0	0	0	0	0	1	0	1	1
clonotype1425	0	0	0	0	0	1	0	1	1
clonotype1426	0	0	0	0	0	1	0	1	1
clonotype1427	0	0	0	0	0	1	0	1	1
clonotype1428	0	0	0	0	0	1	0	1	1
clonotype1429	0	0	0	0	0	1	0	1	1
clonotype1430	0	0	0	0	0	1	0	1	1
clonotype1431	0	0	0	0	0	1	0	1	1
clonotype1432	0	0	0	0	0	1	0	1	1
clonotype1433	0	0	0	0	0	1	0	1	1
clonotype1434	0	0	0	0	0	1	0	1	1
clonotype1435	0	0	0	0	0	1	0	1	1
clonotype1436	0	0	0	0	0	1	0	1	1
clonotype1437	0	0	0	0	0	1	0	1	1
clonotype1438	0	0	0	0	0	1	0	1	1
clonotype1439	0	0	0	0	0	1	0	1	1
clonotype1440	0	0	0	0	0	1	0	1	1
clonotype1441	0	0	0	0	0	1	0	1	1
clonotype1442	0	0	0	0	0	1	0	1	1
clonotype1443	0	0	0	0	0	1	0	1	1
clonotype1444	0	0	0	0	0	1	0	1	1
clonotype1445	0	0	0	0	0	1	0	1	1
clonotype1446	0	0	0	0	0	1	0	1	1
clonotype1447	0	0	0	0	0	1	0	1	1
clonotype1448	0	0	0	0	0	1	0	1	1
clonotype1449	0	0	0	0	0	1	0	1	1
clonotype1450	0	0	0	0	0	1	0	1	1
clonotype1451	0	0	0	0	0	1	0	1	1
clonotype1452	0	0	0	0	0	1	0	1	1
clonotype1453	0	0	0	0	0	1	0	1	1
clonotype1454	0	0	0	0	0	1	0	1	1
clonotype1455	0	0	0	0	0	1	0	1	1
clonotype1456	0	0	0	0	0	1	0	1	1
clonotype1457	0	0	0	0	0	1	0	1	1
clonotype1458	0	0	0	0	0	1	0	1	1
clonotype1459	0	0	0	0	0	1	0	1	1
clonotype1460	0	0	0	0	0	1	0	1	1
clonotype1461	0	0	0	0	0	1	0	1	1
clonotype1462	0	0	0	0	0	1	0	1	1
clonotype1463	0	0	0	0	0	1	0	1	1
clonotype1464	0	0	0	0	0	1	0	1	1
clonotype1465	0	0	0	0	0	1	0	1	1
clonotype1466	0	0	0	0	0	1	0	1	1
clonotype1467	0	0	0	0	0	1	0	1	1
clonotype1468	0	0	0	0	0	1	0	1	1
clonotype1469	0	0	0	0	0	1	0	1	1
clonotype1470	0	0	0	0	0	1	0	1	1
clonotype1471	0	0	0	0	0	1	0	1	1
clonotype1472	0	0	0	0	0	1	0	1	1
clonotype1473	0	0	0	0	0	1	0	1	1
clonotype1474	0	0	0	0	0	1	0	1	1
clonotype1475	0	0	0	0	0	1	0	1	1
clonotype1476	0	0	0	0	0	1	0	1	1
clonotype1477	0	0	0	0	0	1	0	1	1
clonotype1478	0	0	0	0	0	1	0	1	1
clonotype1479	0	0	0	0	0	1	0	1	1
clonotype1480	0	0	0	0	0	1	0	1	1
clonotype1481	0	0	0	0	0	1	0	1	1
clonotype1482	0	0	0	0	0	1	0	1	1
clonotype1483	0	0	0	0	0	1	0	1	1
clonotype1484	0	0	0	0	0	1	0	1	0
clonotype1485	0	0	0	0	0	1	0	1	1
clonotype1486	0	0	0	0	0	1	0	1	1
clonotype1487	0	0	0	0	0	1	0	1	1
clonotype1488	0	0	0	0	0	1	0	1	1
clonotype1489	0	0	0	0	0	1	0	1	1
clonotype1490	0	0	0	0	0	1	0	1	1
clonotype1491	0	0	0	0	0	1	0	1	1
clonotype1492	0	0	0	0	0	1	0	1	1
clonotype1493	0	0	0	0	0	1	0	1	1
clonotype1494	0	0	0	0	0	1	0	1	1
clonotype1495	0	0	0	0	0	1	0	1	1
clonotype1496	0	0	0	0	0	1	0	1	1
clonotype1497	0	0	0	0	0	1	0	1	1
clonotype1498	0	0	0	0	0	1	0	1	1
clonotype1499	0	0	0	0	0	1	0	1	1
clonotype1500	0	0	0	0	0	1	0	1	1
clonotype1501	0	0	0	0	0	1	0	1	1
clonotype1502	0	0	0	0	0	1	0	1	1
clonotype1503	0	0	0	0	0	1	0	1	1
clonotype1504	0	0	0	0	0	1	0	1	1
clonotype1505	0	0	0	0	0	1	0	1	1
clonotype1506	0	0	0	0	0	1	0	1	1
clonotype1507	0	0	0	0	0	1	0	1	1
clonotype1508	0	0	0	0	0	1	0	1	1
clonotype1509	0	0	0	0	0	1	0	1	1
clonotype1510	0	0	0	0	0	1	0	1	1
clonotype1511	0	0	0	0	0	1	0	1	1
clonotype1512	0	0	0	0	0	1	0	1	1
clonotype1513	0	0	0	0	0	1	0	1	1
clonotype1514	0	0	0	0	0	1	0	1	1
clonotype1515	0	0	0	0	0	1	0	1	1
clonotype1516	0	0	0	0	0	1	0	1	1
clonotype1517	0	0	0	0	0	1	0	1	1
clonotype1518	0	0	0	0	0	1	0	1	1
clonotype1519	0	0	0	0	0	1	0	1	1
clonotype1520	0	0	0	0	0	1	0	1	1
clonotype1521	0	0	0	0	0	1	0	1	1
clonotype1522	0	0	0	0	0	1	0	1	1
clonotype1523	0	0	0	0	0	1	0	1	1
clonotype1524	0	0	0	0	0	1	0	1	1
clonotype1525	0	0	0	0	0	1	0	1	1
clonotype1526	0	0	0	0	0	1	0	0	1
clonotype1527	0	0	0	0	0	1	0	1	1
clonotype1528	0	0	0	0	0	1	0	1	1
clonotype1529	0	0	0	0	0	1	0	1	1
clonotype1530	0	0	0	0	0	1	0	1	1
clonotype1531	0	0	0	0	0	1	0	1	1
clonotype1532	0	0	0	0	0	1	0	1	1
clonotype1533	0	0	0	0	0	1	0	1	1
clonotype1534	0	0	0	0	0	1	0	1	1
clonotype1535	0	0	0	0	0	1	0	1	1
clonotype1536	0	0	0	0	0	1	0	1	1
clonotype1537	0	0	0	0	0	1	0	1	1
clonotype1538	0	0	0	0	0	1	0	1	1
clonotype1539	0	0	0	0	0	1	0	1	1
clonotype1540	0	0	0	0	0	1	0	1	1
clonotype1541	0	0	0	0	0	1	0	1	1
clonotype1542	0	0	0	0	0	1	0	1	1
clonotype1543	0	0	0	0	0	1	0	1	1
clonotype1544	0	0	0	0	0	1	0	1	1
clonotype1545	0	0	0	0	0	1	0	1	1
clonotype1546	0	0	0	0	0	1	0	1	1
clonotype1547	0	0	0	0	0	1	0	1	1
clonotype1548	0	0	0	0	0	1	0	1	1
clonotype1549	0	0	0	0	0	1	0	1	1
clonotype1550	0	0	0	0	0	1	0	1	1
clonotype1551	0	0	0	0	0	1	0	1	1
clonotype1552	0	0	0	0	0	1	0	1	1
clonotype1553	0	0	0	0	0	1	0	1	1
clonotype1554	0	0	0	0	0	1	0	1	1
clonotype1555	0	0	0	0	0	1	0	1	1
clonotype1556	0	0	0	0	0	1	0	1	1
clonotype1557	0	0	0	0	0	1	0	1	1
clonotype1558	0	0	0	0	0	1	0	1	1
clonotype1559	0	0	0	0	0	1	0	1	1
clonotype1560	0	0	0	0	0	1	0	1	1
clonotype1561	0	0	0	0	0	1	0	1	1
clonotype1562	0	0	0	0	0	1	0	1	1
clonotype1563	0	0	0	0	0	1	0	1	1
clonotype1564	0	0	0	0	0	1	0	1	1
clonotype1565	0	0	0	0	0	1	0	1	1
clonotype1566	0	0	0	0	0	1	0	1	1
clonotype1567	0	0	0	0	0	1	0	1	1
clonotype1568	0	0	0	0	0	1	0	1	1
clonotype1569	0	0	0	0	0	1	0	1	1
clonotype1570	0	0	0	0	0	1	0	1	1
clonotype1571	0	0	0	0	0	1	0	1	1
clonotype1572	0	0	0	0	0	1	0	1	1
clonotype1573	0	0	0	0	0	1	0	1	1
clonotype1574	0	0	0	0	0	1	0	1	1
clonotype1575	0	0	0	0	0	1	0	1	1
clonotype1576	0	0	0	0	0	1	0	1	1
clonotype1577	0	0	0	0	0	1	0	1	1
clonotype1578	0	0	0	0	0	1	0	1	1
clonotype1579	0	0	0	0	0	1	0	1	1
clonotype1580	0	0	0	0	0	1	0	1	1
clonotype1581	0	0	0	0	0	1	0	1	1
clonotype1582	0	0	0	0	0	1	0	1	1
clonotype1583	0	0	0	0	0	1	0	1	1
clonotype1584	0	0	0	0	0	1	0	1	1
clonotype1585	0	0	0	0	0	1	0	1	1
clonotype1586	0	0	0	0	0	1	0	1	1
clonotype1587	0	0	0	0	0	1	0	1	1
clonotype1588	0	0	0	0	0	1	0	1	1
clonotype1589	0	0	0	0	0	1	0	1	1
clonotype1590	0	0	0	0	0	1	0	1	1
clonotype1591	0	0	0	0	0	1	0	1	1
clonotype1592	0	0	0	0	0	1	0	1	1
clonotype1593	0	0	0	0	0	1	0	1	1
clonotype1594	0	0	0	0	0	1	0	1	1
clonotype1595	0	0	0	0	0	1	0	1	1
clonotype1596	0	0	0	0	0	1	0	1	1
clonotype1597	0	0	0	0	0	1	0	1	1
clonotype1598	0	0	0	0	0	1	0	1	1
clonotype1599	0	0	0	0	0	1	0	1	1
clonotype1600	0	0	0	0	0	1	0	1	1
clonotype1601	0	0	0	0	0	1	0	1	1
clonotype1602	0	0	0	0	0	1	0	1	1
clonotype1603	0	0	0	0	0	1	0	1	1
clonotype1604	0	0	0	0	0	1	0	1	1
clonotype1605	0	0	0	0	0	1	0	1	1
clonotype1606	0	0	0	0	0	1	0	1	1
clonotype1607	0	0	0	0	0	1	0	1	1
clonotype1608	0	0	0	0	0	1	0	1	1
clonotype1609	0	0	0	0	0	1	0	1	1
clonotype1610	0	0	0	0	0	1	0	1	1
clonotype1611	0	0	0	0	0	1	0	1	1
clonotype1612	0	0	0	0	0	1	0	1	1
clonotype1613	0	0	0	0	0	1	0	1	1
clonotype1614	0	0	0	0	0	1	0	1	1
clonotype1615	0	0	0	0	0	1	0	1	1
clonotype1616	0	0	0	0	0	1	0	1	1
clonotype1617	0	0	0	0	0	1	0	1	1
clonotype1618	0	0	0	0	0	1	0	1	1
clonotype1619	0	0	0	0	0	1	0	1	1
clonotype1620	0	0	0	0	0	1	0	1	1
clonotype1621	0	0	0	0	0	1	0	1	1
clonotype1622	0	0	0	0	0	1	0	1	1
clonotype1623	0	0	0	0	0	1	0	1	1
clonotype1624	0	0	0	0	0	1	0	1	1
clonotype1625	0	0	0	0	0	1	0	1	1
clonotype1626	0	0	0	0	0	1	0	1	1
clonotype1627	0	0	0	0	0	1	0	1	1
clonotype1628	0	0	0	0	0	1	0	1	1
clonotype1629	0	0	0	0	0	1	0	1	1
clonotype1630	0	0	0	0	0	1	0	1	1
clonotype1631	0	0	0	0	0	1	0	1	1
clonotype1632	0	0	0	0	0	1	0	1	1
clonotype1633	0	0	0	0	0	1	0	1	1
clonotype1634	0	0	0	0	0	1	0	1	1
clonotype1635	0	0	0	0	0	1	0	1	1
clonotype1636	0	0	0	0	0	0	0	1	1
clonotype1637	0	0	0	0	0	1	0	1	1
clonotype1638	0	0	0	0	0	1	0	1	1
clonotype1639	0	0	0	0	0	1	0	1	1
clonotype1640	0	0	0	0	0	1	0	1	1
clonotype1641	0	0	0	0	0	1	0	1	1
clonotype1642	0	0	0	0	0	1	0	1	1
clonotype1643	0	0	0	0	0	1	0	1	1
clonotype1644	0	0	0	0	0	1	0	1	1
clonotype1645	0	0	0	0	0	1	0	1	1
clonotype1646	0	0	0	0	0	1	0	1	1
clonotype1647	0	0	0	0	0	1	0	1	1
clonotype1648	0	0	0	0	0	1	0	1	1
clonotype1649	0	0	0	0	0	1	0	1	1
clonotype1650	0	0	0	0	0	1	0	1	1
clonotype1651	0	0	0	0	0	1	0	1	1
clonotype1652	0	0	0	0	0	1	0	1	1
clonotype1653	0	0	0	0	0	1	0	1	1
clonotype1654	0	0	0	0	0	1	0	1	1
clonotype1655	0	0	0	0	0	1	0	1	1
clonotype1656	0	0	0	0	0	1	0	1	1
clonotype1657	0	0	0	0	0	1	0	1	1
clonotype1658	0	0	0	0	0	1	0	1	1
clonotype1659	0	0	0	0	0	1	0	1	1
clonotype1660	0	0	0	0	0	1	0	1	1
clonotype1661	0	0	0	0	0	1	0	1	1
clonotype1662	0	0	0	0	0	1	0	1	1
clonotype1663	0	0	0	0	0	1	0	1	1
clonotype1664	0	0	0	0	0	1	0	1	1
clonotype1665	0	0	0	0	0	1	0	1	1
clonotype1666	0	0	0	0	0	1	0	1	1
clonotype1667	0	0	0	0	0	1	0	1	1
clonotype1668	0	0	0	0	0	1	0	1	1
clonotype1669	0	0	0	0	0	1	0	1	1
clonotype1670	0	0	0	0	0	1	0	1	1
clonotype1671	0	0	0	0	0	1	0	1	1
clonotype1672	0	0	0	0	0	1	0	1	1
clonotype1673	0	0	0	0	0	1	0	1	1
clonotype1674	0	0	0	0	0	1	0	1	1
clonotype1675	0	0	0	0	0	1	0	1	1
clonotype1676	0	0	0	0	0	1	0	1	1
clonotype1677	0	0	0	0	0	1	0	1	1
clonotype1678	0	0	0	0	0	1	0	1	1
clonotype1679	0	0	0	0	0	1	0	1	1
clonotype1680	0	0	0	0	0	1	0	1	1
clonotype1681	0	0	0	0	0	1	0	1	1
clonotype1682	0	0	0	0	0	1	0	1	1
clonotype1683	0	0	0	0	0	1	0	1	1
clonotype1684	0	0	0	0	0	1	0	1	1
clonotype1685	0	0	0	0	0	1	0	1	1
clonotype1686	0	0	0	0	0	1	0	1	1
clonotype1687	0	0	0	0	0	1	0	1	1
clonotype1688	0	0	0	0	0	1	0	1	1
clonotype1689	0	0	0	0	0	1	0	1	1
clonotype1690	0	0	0	0	0	1	0	1	1
clonotype1691	0	0	0	0	0	1	0	1	1
clonotype1692	0	0	0	0	0	1	0	1	1
clonotype1693	0	0	0	0	0	1	0	1	1
clonotype1694	0	0	0	0	0	1	0	1	1
clonotype1695	0	0	0	0	0	1	0	1	1
clonotype1696	0	0	0	0	0	1	0	1	1
clonotype1697	0	0	0	0	0	1	0	1	1
clonotype1698	0	0	0	0	0	1	0	1	1
clonotype1699	0	0	0	0	0	1	0	1	1
clonotype1700	0	0	0	0	0	1	0	1	1
clonotype1701	0	0	0	0	0	1	0	1	1
clonotype1702	0	0	0	0	0	1	0	1	1
clonotype1703	0	0	0	0	0	1	0	1	1
clonotype1704	0	0	0	0	0	1	0	1	1
