	TCR_401AB	TCR_403A	TCR_403B	TCR_464A	TCR_471A	TCR_663	TCR_668	TCR_669	TCR_672
clonotype574	1	0	0	0	1	1	1	1	1
clonotype575	1	0	0	0	1	1	1	1	1
clonotype576	1	0	0	0	1	1	1	1	1
clonotype577	1	0	0	0	1	1	1	1	1
clonotype578	1	0	0	0	1	1	1	1	1
clonotype579	1	0	0	0	1	1	1	1	1
clonotype580	1	0	0	0	1	1	1	1	1
clonotype581	1	0	0	0	1	1	1	1	1
clonotype582	1	0	0	0	1	1	1	1	1
clonotype583	1	0	0	0	1	1	1	1	1
clonotype584	1	0	0	0	1	1	1	1	1
clonotype585	1	0	0	0	1	1	1	1	1
clonotype586	1	0	0	0	1	1	1	1	1
clonotype587	1	0	0	0	1	1	1	1	1
clonotype588	1	0	0	0	1	1	1	1	1
clonotype589	1	0	0	0	1	1	1	1	1
clonotype590	1	0	0	0	1	1	1	1	1
clonotype591	1	0	0	0	1	1	1	1	1
clonotype592	1	0	0	0	1	1	1	1	1
clonotype593	1	0	0	0	1	1	1	1	1
clonotype594	1	0	0	0	1	1	1	1	1
clonotype595	1	0	0	0	1	1	1	1	1
clonotype596	1	0	0	0	1	1	1	1	1
clonotype597	1	0	0	0	1	1	1	1	1
clonotype598	1	0	0	0	1	1	1	1	1
clonotype599	1	0	0	0	1	1	1	1	1
clonotype600	1	0	0	0	1	1	1	1	1
clonotype601	0	0	0	0	1	1	1	1	1
clonotype602	0	0	0	0	1	1	1	1	1
clonotype603	0	0	0	0	1	1	1	1	1
clonotype604	0	0	0	0	1	1	1	1	1
clonotype605	0	0	0	0	1	1	1	1	1
clonotype606	0	0	0	0	1	1	1	1	1
clonotype607	0	0	0	0	1	1	1	1	1
clonotype608	0	0	0	0	1	1	1	1	1
clonotype609	0	0	0	0	1	1	1	1	1
clonotype610	0	0	0	0	1	1	0	1	1
clonotype611	0	0	0	0	1	1	1	1	1
clonotype612	0	0	0	0	1	1	1	1	1
clonotype613	0	0	0	0	1	1	1	1	1
clonotype614	0	0	0	0	1	1	1	1	1
clonotype615	0	0	0	0	1	1	1	1	1
clonotype616	0	0	0	0	1	1	1	1	1
clonotype617	0	0	0	0	1	1	1	1	1
clonotype618	0	0	0	0	1	1	1	1	1
clonotype619	0	0	0	0	1	1	1	1	1
clonotype620	0	0	0	0	1	1	1	1	1
clonotype621	0	0	0	0	1	1	1	1	1
clonotype622	0	0	0	0	1	1	1	1	1
clonotype623	0	0	0	0	1	1	1	1	1
clonotype624	0	0	0	0	1	1	1	1	1
clonotype625	0	0	0	0	1	1	1	1	1
clonotype626	0	0	0	0	1	1	1	1	1
clonotype627	0	0	0	0	1	1	1	1	1
clonotype628	0	0	0	0	1	1	1	1	1
clonotype629	0	0	0	0	1	1	1	1	1
clonotype630	0	0	0	0	1	1	1	1	1
clonotype631	0	0	0	0	1	1	1	1	1
clonotype632	0	0	0	0	1	1	1	1	1
clonotype633	0	0	0	0	1	1	1	1	1
clonotype634	0	0	0	0	1	1	1	1	1
clonotype635	0	0	0	0	1	1	1	1	1
clonotype636	0	0	0	0	1	1	1	1	1
clonotype637	0	0	0	0	1	1	1	1	1
clonotype638	0	0	0	0	1	1	1	1	1
clonotype639	0	0	0	0	1	1	1	1	1
clonotype640	0	0	0	0	1	1	1	1	1
clonotype641	0	0	0	0	1	1	1	1	1
clonotype642	0	0	0	0	1	1	1	1	1
clonotype643	0	0	0	0	1	1	1	1	1
clonotype644	0	0	0	0	1	1	1	1	1
clonotype645	0	0	0	0	1	1	1	1	1
clonotype646	0	0	0	0	1	1	1	1	1
clonotype647	0	0	0	0	1	1	1	1	1
clonotype648	0	0	0	0	1	1	1	1	1
clonotype649	0	0	0	0	1	1	1	1	1
clonotype650	0	0	0	0	1	1	1	1	1
clonotype651	0	0	0	0	1	1	1	1	1
clonotype652	0	0	0	0	1	1	1	1	1
clonotype653	0	0	0	0	1	1	1	1	1
clonotype654	0	0	0	0	1	1	1	1	1
clonotype655	0	0	0	0	1	1	1	1	1
clonotype656	0	0	0	0	1	1	1	1	1
clonotype657	0	0	0	0	1	1	1	1	1
clonotype658	0	0	0	0	1	1	1	1	1
clonotype659	0	0	0	0	1	1	1	1	1
clonotype660	0	0	0	0	1	1	1	1	1
clonotype661	0	0	0	0	1	1	1	1	1
clonotype662	0	0	0	0	1	1	1	1	1
clonotype663	0	0	0	0	1	1	1	1	1
clonotype664	0	0	0	0	1	1	1	1	1
clonotype665	0	0	0	0	1	1	1	1	1
clonotype666	0	0	0	0	1	1	1	1	1
clonotype667	0	0	0	0	1	1	1	1	1
clonotype668	0	0	0	0	1	1	1	1	1
clonotype669	0	0	0	0	1	1	1	1	1
clonotype670	0	0	0	0	1	1	1	1	1
clonotype671	0	0	0	0	1	1	1	1	1
clonotype672	0	0	0	0	1	1	1	1	1
clonotype673	0	0	0	0	1	1	1	1	1
clonotype674	0	0	0	0	1	1	1	1	1
clonotype675	0	0	0	0	1	1	1	1	1
clonotype676	0	0	0	0	1	1	1	1	1
clonotype677	0	0	0	0	1	1	1	1	1
clonotype678	0	0	0	0	1	1	1	1	1
clonotype679	0	0	0	0	1	1	1	1	1
clonotype680	0	0	0	0	1	1	1	1	1
clonotype681	0	0	0	0	1	1	1	1	1
clonotype682	0	0	0	0	1	1	1	1	1
clonotype683	0	0	0	0	1	1	1	1	1
clonotype684	0	0	0	0	1	1	1	1	1
clonotype685	0	0	0	0	1	1	1	1	1
clonotype686	0	0	0	0	1	1	1	1	1
clonotype687	0	0	0	0	1	1	1	1	1
clonotype688	0	0	0	0	1	1	1	1	0
clonotype689	0	0	0	0	1	1	1	1	1
clonotype690	0	0	0	0	1	1	1	1	1
clonotype691	0	0	0	0	1	1	1	1	1
clonotype692	0	0	0	0	1	1	1	1	1
clonotype693	0	0	0	0	1	1	1	1	1
clonotype694	0	0	0	0	1	1	1	1	1
clonotype695	0	0	0	0	1	1	1	1	1
clonotype696	0	0	0	0	1	1	1	1	1
clonotype697	0	0	0	0	1	1	1	1	1
clonotype698	0	0	0	0	1	1	1	1	1
clonotype699	0	0	0	0	1	1	1	1	1
clonotype700	0	0	0	0	1	1	1	1	1
clonotype701	0	0	0	0	1	1	1	1	1
clonotype702	0	0	0	0	1	1	1	1	1
clonotype703	0	0	0	0	1	1	1	1	1
clonotype704	0	0	0	0	1	1	1	1	1
clonotype705	0	0	0	0	1	1	1	1	1
clonotype706	0	0	0	0	1	1	1	1	0
clonotype707	0	0	0	0	1	1	1	1	1
clonotype708	0	0	0	0	1	1	1	1	1
clonotype709	0	0	0	0	1	1	1	1	1
clonotype710	0	0	0	0	1	1	1	1	1
clonotype711	0	0	0	0	1	1	1	1	1
clonotype712	0	0	0	0	1	1	1	1	1
clonotype713	0	0	0	0	1	1	1	1	1
clonotype714	0	0	0	0	1	1	1	1	1
clonotype715	0	0	0	0	1	1	1	1	1
clonotype716	0	0	0	0	1	1	1	1	1
clonotype717	0	0	0	0	1	1	1	1	1
clonotype718	0	0	0	0	1	1	1	1	1
clonotype719	0	0	0	0	1	1	1	1	1
clonotype720	0	0	0	0	1	1	1	1	1
clonotype721	0	0	0	0	1	1	1	1	1
clonotype722	0	0	0	0	1	1	1	1	1
clonotype723	0	0	0	0	1	1	1	1	1
clonotype724	0	0	0	0	1	1	1	1	1
clonotype725	0	0	0	0	1	1	1	1	1
clonotype726	0	0	0	0	1	1	1	1	1
clonotype727	0	0	0	0	1	1	1	1	1
clonotype728	0	0	0	0	1	1	1	1	1
clonotype729	0	0	0	0	1	1	1	1	1
clonotype730	0	0	0	0	1	1	1	1	1
clonotype731	0	0	0	0	1	1	1	1	1
clonotype732	0	0	0	0	1	1	1	0	1
clonotype733	0	0	0	0	1	1	1	1	1
clonotype734	0	0	0	0	1	1	1	1	1
clonotype735	0	0	0	0	1	1	1	1	0
clonotype736	0	0	0	0	1	1	1	1	1
clonotype737	0	0	0	0	1	1	1	1	1
clonotype738	0	0	0	0	1	1	1	1	1
clonotype739	0	0	0	0	1	1	1	1	1
clonotype740	0	0	0	0	0	1	1	1	1
clonotype741	0	0	0	0	1	1	1	1	1
clonotype742	0	0	0	0	1	1	1	1	1
clonotype743	0	0	0	0	1	1	1	1	1
clonotype744	0	0	0	0	1	1	1	1	1
clonotype745	0	0	0	0	1	1	1	1	1
clonotype746	0	0	0	0	1	1	1	1	1
clonotype747	0	0	0	0	1	1	1	1	1
clonotype748	0	0	0	0	1	1	1	1	1
clonotype749	0	0	0	0	1	1	1	1	1
clonotype750	0	0	0	0	1	1	1	1	1
clonotype751	0	0	0	0	1	1	1	1	1
clonotype752	0	0	0	0	1	1	1	1	1
clonotype753	0	0	0	0	1	1	1	1	1
clonotype754	0	0	0	0	1	1	1	1	1
clonotype755	0	0	0	0	1	1	1	1	1
clonotype756	0	0	0	0	1	1	1	1	1
clonotype757	0	0	0	0	1	1	1	1	1
clonotype758	0	0	0	0	1	1	1	1	1
clonotype759	0	0	0	0	1	1	1	1	1
clonotype760	0	0	0	0	1	1	1	1	1
clonotype761	0	0	0	0	1	1	1	1	1
clonotype762	0	0	0	0	1	1	1	1	1
clonotype763	0	0	0	0	1	1	1	1	1
clonotype764	0	0	0	0	1	1	1	1	1
clonotype765	0	0	0	0	1	1	1	1	1
clonotype766	0	0	0	0	1	1	1	1	1
clonotype767	0	0	0	0	1	1	1	1	1
clonotype768	0	0	0	0	1	1	1	1	1
clonotype769	0	0	0	0	1	1	1	1	1
clonotype770	0	0	0	0	1	1	1	1	1
clonotype771	0	0	0	0	1	1	1	1	1
clonotype772	0	0	0	0	1	1	0	1	1
clonotype773	0	0	0	0	1	1	1	1	1
clonotype774	0	0	0	0	1	1	1	1	1
clonotype775	0	0	0	0	1	1	1	1	1
clonotype776	0	0	0	0	1	1	1	1	1
clonotype777	0	0	0	0	1	1	1	1	1
clonotype778	0	0	0	0	1	1	1	1	1
clonotype779	0	0	0	0	1	1	1	1	1
clonotype780	0	0	0	0	1	1	1	1	1
clonotype781	0	0	0	0	1	1	1	1	1
clonotype782	0	0	0	0	1	1	1	1	1
clonotype783	0	0	0	0	1	1	1	1	1
clonotype784	0	0	0	0	1	1	1	1	1
clonotype785	0	0	0	0	1	1	1	1	1
clonotype786	0	0	0	0	1	1	1	1	1
clonotype787	0	0	0	0	1	1	1	1	1
clonotype788	0	0	0	0	1	1	1	1	1
clonotype789	0	0	0	0	1	1	1	1	1
clonotype790	0	0	0	0	1	1	1	1	1
clonotype791	0	0	0	0	1	1	1	1	1
clonotype792	0	0	0	0	1	1	1	1	1
clonotype793	0	0	0	0	1	1	1	1	1
clonotype794	0	0	0	0	1	1	1	1	1
clonotype795	0	0	0	0	1	1	1	1	1
clonotype796	0	0	0	0	1	1	1	1	1
clonotype797	0	0	0	0	1	1	1	1	1
clonotype798	0	0	0	0	1	1	1	1	1
clonotype799	0	0	0	0	1	1	1	1	1
clonotype800	0	0	0	0	1	1	1	1	1
clonotype801	0	0	0	0	1	1	1	1	1
clonotype802	0	0	0	0	1	1	1	1	1
clonotype803	0	0	0	0	1	1	1	1	1
clonotype804	0	0	0	0	1	1	1	1	1
clonotype805	0	0	0	0	1	1	1	1	1
clonotype806	0	0	0	0	1	1	1	1	1
clonotype807	0	0	0	0	1	1	1	1	1
clonotype808	0	0	0	0	1	1	1	1	1
clonotype809	0	0	0	0	1	1	1	1	1
clonotype810	0	0	0	0	1	1	1	1	1
clonotype811	0	0	0	0	1	1	1	1	1
clonotype812	0	0	0	0	1	1	1	1	1
clonotype813	0	0	0	0	1	1	1	1	1
clonotype814	0	0	0	0	1	1	1	1	1
clonotype815	0	0	0	0	1	1	1	1	1
clonotype816	0	0	0	0	1	1	1	1	1
clonotype817	0	0	0	0	1	1	1	1	1
clonotype818	0	0	0	0	1	1	1	1	1
clonotype819	0	0	0	0	1	1	1	1	1
clonotype820	0	0	0	0	1	1	1	1	1
clonotype821	0	0	0	0	1	1	1	1	1
clonotype822	0	0	0	0	1	1	1	1	1
clonotype823	0	0	0	0	1	1	1	1	1
clonotype824	0	0	0	0	1	1	1	1	1
clonotype825	0	0	0	0	1	1	1	1	1
clonotype826	0	0	0	0	1	1	1	1	1
clonotype827	0	0	0	0	1	1	1	1	1
clonotype828	0	0	0	0	1	1	1	1	1
clonotype829	0	0	0	0	1	1	1	1	1
clonotype830	0	0	0	0	1	1	1	1	1
clonotype831	0	0	0	0	1	1	1	1	1
clonotype832	0	0	0	0	1	1	1	1	1
clonotype833	0	0	0	0	1	1	1	1	1
clonotype834	0	0	0	0	1	1	1	1	1
clonotype835	0	0	0	0	1	1	1	1	1
clonotype836	0	0	0	0	1	1	1	1	1
clonotype837	0	0	0	0	1	1	1	1	1
clonotype838	0	0	0	0	1	0	1	1	1
clonotype839	0	0	0	0	1	1	1	1	0
clonotype840	0	0	0	0	1	1	1	1	1
clonotype841	0	0	0	0	1	1	1	1	1
clonotype842	0	0	0	0	1	1	1	1	1
clonotype843	0	0	0	0	1	1	1	1	1
clonotype844	0	0	0	0	1	1	1	1	1
clonotype845	0	0	0	0	1	1	1	1	1
clonotype846	0	0	0	0	1	1	1	1	1
clonotype847	0	0	0	0	1	1	1	1	1
clonotype848	0	0	0	0	1	1	1	1	1
clonotype849	0	0	0	0	1	1	1	1	1
clonotype850	0	0	0	0	1	1	1	1	1
clonotype851	0	0	0	0	1	1	1	1	1
clonotype852	0	0	0	0	1	1	1	1	1
clonotype853	0	0	0	0	1	1	1	1	1
clonotype854	0	0	0	0	1	1	1	1	1
clonotype855	0	0	0	0	1	1	1	1	1
clonotype856	0	0	0	0	1	1	1	1	1
clonotype857	0	0	0	0	1	1	1	1	1
clonotype858	0	0	0	0	1	1	1	1	1
clonotype859	0	0	0	0	1	1	1	1	1
clonotype860	0	0	0	0	1	1	1	1	1
clonotype861	0	0	0	0	1	1	1	1	1
clonotype862	0	0	0	0	1	1	1	1	1
clonotype863	0	0	0	0	1	1	1	1	1
clonotype864	0	0	0	0	1	1	1	1	1
clonotype865	0	0	0	0	1	1	1	1	1
clonotype866	0	0	0	0	1	1	1	1	1
clonotype867	0	0	0	0	1	1	1	1	1
clonotype868	0	0	0	0	1	1	1	1	1
clonotype869	0	0	0	0	1	1	1	1	1
clonotype870	0	0	0	0	1	1	1	1	1
clonotype871	0	0	0	0	1	1	1	1	1
clonotype872	0	0	0	0	1	1	1	1	1
clonotype873	0	0	0	0	1	1	1	1	1
clonotype874	0	0	0	0	1	1	1	1	1
clonotype875	0	0	0	0	0	1	1	1	1
clonotype876	0	0	0	0	0	1	1	1	1
clonotype877	0	0	0	0	0	1	1	1	1
clonotype878	0	0	0	0	0	1	1	1	1
clonotype879	0	0	0	0	0	1	1	1	1
clonotype880	0	0	0	0	0	1	1	1	1
clonotype881	0	0	0	0	0	1	1	1	1
clonotype882	0	0	0	0	0	1	1	1	1
clonotype883	0	0	0	0	0	1	1	1	1
clonotype884	0	0	0	0	0	1	1	1	1
clonotype885	0	0	0	0	0	1	1	1	1
clonotype886	0	0	0	0	0	1	1	1	1
clonotype887	0	0	0	0	0	1	1	1	1
clonotype888	0	0	0	0	0	1	1	1	1
clonotype889	0	0	0	0	0	1	1	1	1
clonotype890	0	0	0	0	0	1	1	1	1
clonotype891	0	0	0	0	0	1	1	1	1
clonotype892	0	0	0	0	0	1	1	1	1
clonotype893	0	0	0	0	0	0	1	1	1
clonotype894	0	0	0	0	0	1	1	1	1
clonotype895	0	0	0	0	0	1	1	1	1
clonotype896	0	0	0	0	0	1	1	1	1
clonotype897	0	0	0	0	0	1	1	1	1
clonotype898	0	0	0	0	0	1	1	1	1
clonotype899	0	0	0	0	0	1	1	1	1
clonotype900	0	0	0	0	0	1	1	1	1
clonotype901	0	0	0	0	0	1	1	1	1
clonotype902	0	0	0	0	0	1	1	1	1
clonotype903	0	0	0	0	0	1	1	1	1
clonotype904	0	0	0	0	0	1	1	1	1
clonotype905	0	0	0	0	0	1	1	1	1
clonotype906	0	0	0	0	0	1	1	1	1
clonotype907	0	0	0	0	0	1	1	1	1
clonotype908	0	0	0	0	0	1	1	1	1
clonotype909	0	0	0	0	0	1	1	1	1
clonotype910	0	0	0	0	0	1	0	1	1
clonotype911	0	0	0	0	0	1	1	1	1
clonotype912	0	0	0	0	0	1	0	1	1
clonotype913	0	0	0	0	0	1	1	1	1
clonotype914	0	0	0	0	0	1	1	1	1
clonotype915	0	0	0	0	0	1	1	1	1
clonotype916	0	0	0	0	0	1	0	1	1
clonotype917	0	0	0	0	0	1	0	1	1
clonotype918	0	0	0	0	0	1	0	1	1
clonotype919	0	0	0	0	0	1	0	1	1
clonotype920	0	0	0	0	0	1	0	1	1
clonotype921	0	0	0	0	0	1	0	1	1
clonotype922	0	0	0	0	0	1	0	1	1
clonotype923	0	0	0	0	0	1	0	1	1
clonotype924	0	0	0	0	0	1	0	1	1
clonotype925	0	0	0	0	0	1	0	1	1
clonotype926	0	0	0	0	0	1	0	1	1
clonotype927	0	0	0	0	0	1	0	1	1
clonotype928	0	0	0	0	0	1	0	1	1
clonotype929	0	0	0	0	0	1	0	1	1
clonotype930	0	0	0	0	0	1	0	1	1
clonotype931	0	0	0	0	0	1	0	1	1
clonotype932	0	0	0	0	0	1	0	1	1
clonotype933	0	0	0	0	0	1	0	1	1
clonotype934	0	0	0	0	0	1	0	1	1
clonotype935	0	0	0	0	0	1	0	1	1
clonotype936	0	0	0	0	0	1	0	1	1
clonotype937	0	0	0	0	0	1	0	1	1
clonotype938	0	0	0	0	0	1	0	1	1
clonotype939	0	0	0	0	0	1	0	1	1
clonotype940	0	0	0	0	0	1	0	1	1
clonotype941	0	0	0	0	0	1	0	1	1
clonotype942	0	0	0	0	0	1	0	0	1
clonotype943	0	0	0	0	0	1	0	1	1
clonotype944	0	0	0	0	0	1	0	1	1
clonotype945	0	0	0	0	0	1	0	1	1
clonotype946	0	0	0	0	0	0	0	1	1
clonotype947	0	0	0	0	0	1	0	1	1
clonotype948	0	0	0	0	0	1	0	1	1
clonotype949	0	0	0	0	0	1	0	1	0
clonotype950	0	0	0	0	0	1	0	1	1
clonotype951	0	0	0	0	0	1	0	1	1
clonotype952	0	0	0	0	0	1	0	1	1
clonotype953	0	0	0	0	0	1	0	1	1
clonotype954	0	0	0	0	0	1	0	1	1
clonotype955	0	0	0	0	0	1	0	1	1
clonotype956	0	0	0	0	0	1	0	1	1
clonotype957	0	0	0	0	0	1	0	1	1
clonotype958	0	0	0	0	0	1	0	1	1
clonotype959	0	0	0	0	0	1	0	1	1
clonotype960	0	0	0	0	0	1	0	1	1
clonotype961	0	0	0	0	0	1	0	1	1
clonotype962	0	0	0	0	0	1	0	1	1
clonotype963	0	0	0	0	0	1	0	1	1
clonotype964	0	0	0	0	0	1	0	1	1
clonotype965	0	0	0	0	0	1	0	1	1
clonotype966	0	0	0	0	0	1	0	1	1
clonotype967	0	0	0	0	0	1	0	1	1
clonotype968	0	0	0	0	0	1	0	1	1
clonotype969	0	0	0	0	0	1	0	1	1
clonotype970	0	0	0	0	0	1	0	1	1
clonotype971	0	0	0	0	0	1	0	1	1
clonotype972	0	0	0	0	0	1	0	1	1
clonotype973	0	0	0	0	0	1	0	1	1
clonotype974	0	0	0	0	0	1	0	1	1
clonotype975	0	0	0	0	0	1	0	1	1
clonotype976	0	0	0	0	0	1	0	1	1
clonotype977	0	0	0	0	0	1	0	1	1
clonotype978	0	0	0	0	0	1	0	1	1
clonotype979	0	0	0	0	0	1	0	1	1
clonotype980	0	0	0	0	0	1	0	1	1
clonotype981	0	0	0	0	0	1	0	1	1
clonotype982	0	0	0	0	0	1	0	1	1
clonotype983	0	0	0	0	0	1	0	1	1
clonotype984	0	0	0	0	0	1	0	1	1
clonotype985	0	0	0	0	0	1	0	1	1
clonotype986	0	0	0	0	0	1	0	1	1
clonotype987	0	0	0	0	0	1	0	1	1
clonotype988	0	0	0	0	0	1	0	1	1
clonotype989	0	0	0	0	0	1	0	1	1
clonotype990	0	0	0	0	0	1	0	1	1
clonotype991	0	0	0	0	0	1	0	1	1
clonotype992	0	0	0	0	0	1	0	1	1
clonotype993	0	0	0	0	0	1	0	1	1
clonotype994	0	0	0	0	0	1	0	1	1
clonotype995	0	0	0	0	0	1	0	1	1
clonotype996	0	0	0	0	0	1	0	1	1
clonotype997	0	0	0	0	0	1	0	1	1
clonotype998	0	0	0	0	0	1	0	1	1
clonotype999	0	0	0	0	0	1	0	1	1
clonotype1000	0	0	0	0	0	1	0	1	1
clonotype1001	0	0	0	0	0	1	0	1	1
clonotype1002	0	0	0	0	0	1	0	1	1
clonotype1003	0	0	0	0	0	1	0	1	1
clonotype1004	0	0	0	0	0	1	0	1	1
clonotype1005	0	0	0	0	0	1	0	1	1
clonotype1006	0	0	0	0	0	1	0	1	1
clonotype1007	0	0	0	0	0	1	0	1	1
clonotype1008	0	0	0	0	0	1	0	1	1
clonotype1009	0	0	0	0	0	1	0	1	1
clonotype1010	0	0	0	0	0	1	0	1	1
clonotype1011	0	0	0	0	0	1	0	1	1
clonotype1012	0	0	0	0	0	1	0	1	1
clonotype1013	0	0	0	0	0	1	0	1	1
clonotype1014	0	0	0	0	0	1	0	1	1
clonotype1015	0	0	0	0	0	1	0	1	1
clonotype1016	0	0	0	0	0	1	0	1	1
clonotype1017	0	0	0	0	0	1	0	1	1
clonotype1018	0	0	0	0	0	1	0	1	1
clonotype1019	0	0	0	0	0	1	0	1	1
clonotype1020	0	0	0	0	0	1	0	1	1
clonotype1021	0	0	0	0	0	1	0	1	1
clonotype1022	0	0	0	0	0	1	0	1	1
clonotype1023	0	0	0	0	0	1	0	1	1
clonotype1024	0	0	0	0	0	1	0	1	1
clonotype1025	0	0	0	0	0	1	0	1	1
clonotype1026	0	0	0	0	0	1	0	1	1
clonotype1027	0	0	0	0	0	1	0	1	1
clonotype1028	0	0	0	0	0	1	0	1	1
clonotype1029	0	0	0	0	0	1	0	1	1
clonotype1030	0	0	0	0	0	1	0	1	1
clonotype1031	0	0	0	0	0	1	0	1	1
clonotype1032	0	0	0	0	0	1	0	1	1
clonotype1033	0	0	0	0	0	1	0	1	1
clonotype1034	0	0	0	0	0	1	0	1	1
clonotype1035	0	0	0	0	0	1	0	1	1
clonotype1036	0	0	0	0	0	1	0	1	1
clonotype1037	0	0	0	0	0	1	0	1	1
clonotype1038	0	0	0	0	0	1	0	1	1
clonotype1039	0	0	0	0	0	1	0	1	1
clonotype1040	0	0	0	0	0	1	0	1	1
clonotype1041	0	0	0	0	0	1	0	1	1
clonotype1042	0	0	0	0	0	1	0	1	1
clonotype1043	0	0	0	0	0	1	0	1	1
clonotype1044	0	0	0	0	0	1	0	1	1
clonotype1045	0	0	0	0	0	1	0	1	1
clonotype1046	0	0	0	0	0	1	0	1	1
clonotype1047	0	0	0	0	0	1	0	1	1
clonotype1048	0	0	0	0	0	1	0	1	1
clonotype1049	0	0	0	0	0	1	0	1	1
clonotype1050	0	0	0	0	0	1	0	1	1
clonotype1051	0	0	0	0	0	1	0	1	1
clonotype1052	0	0	0	0	0	1	0	1	1
clonotype1053	0	0	0	0	0	1	0	1	1
clonotype1054	0	0	0	0	0	1	0	1	1
clonotype1055	0	0	0	0	0	1	0	1	1
clonotype1056	0	0	0	0	0	1	0	1	1
clonotype1057	0	0	0	0	0	1	0	1	1
clonotype1058	0	0	0	0	0	1	0	1	1
clonotype1059	0	0	0	0	0	1	0	1	1
clonotype1060	0	0	0	0	0	1	0	1	1
clonotype1061	0	0	0	0	0	1	0	1	1
clonotype1062	0	0	0	0	0	1	0	1	1
clonotype1063	0	0	0	0	0	1	0	1	1
clonotype1064	0	0	0	0	0	1	0	1	1
clonotype1065	0	0	0	0	0	1	0	1	1
clonotype1066	0	0	0	0	0	1	0	1	1
clonotype1067	0	0	0	0	0	1	0	1	1
clonotype1068	0	0	0	0	0	1	0	1	1
clonotype1069	0	0	0	0	0	1	0	1	1
clonotype1070	0	0	0	0	0	1	0	1	1
clonotype1071	0	0	0	0	0	1	0	1	1
clonotype1072	0	0	0	0	0	1	0	1	1
clonotype1073	0	0	0	0	0	1	0	1	1
clonotype1074	0	0	0	0	0	1	0	1	1
clonotype1075	0	0	0	0	0	1	0	1	1
clonotype1076	0	0	0	0	0	1	0	1	1
clonotype1077	0	0	0	0	0	1	0	1	1
clonotype1078	0	0	0	0	0	1	0	1	1
clonotype1079	0	0	0	0	0	1	0	1	1
clonotype1080	0	0	0	0	0	1	0	1	1
clonotype1081	0	0	0	0	0	1	0	1	1
clonotype1082	0	0	0	0	0	1	0	1	1
clonotype1083	0	0	0	0	0	1	0	1	1
clonotype1084	0	0	0	0	0	1	0	1	1
clonotype1085	0	0	0	0	0	1	0	1	1
clonotype1086	0	0	0	0	0	1	0	1	1
clonotype1087	0	0	0	0	0	1	0	1	1
clonotype1088	0	0	0	0	0	1	0	1	1
clonotype1089	0	0	0	0	0	1	0	1	1
clonotype1090	0	0	0	0	0	1	0	1	1
clonotype1091	0	0	0	0	0	1	0	1	1
clonotype1092	0	0	0	0	0	1	0	1	1
clonotype1093	0	0	0	0	0	1	0	1	1
clonotype1094	0	0	0	0	0	1	0	1	1
clonotype1095	0	0	0	0	0	1	0	1	1
clonotype1096	0	0	0	0	0	1	0	1	1
clonotype1097	0	0	0	0	0	1	0	1	1
clonotype1098	0	0	0	0	0	1	0	1	1
clonotype1099	0	0	0	0	0	1	0	1	1
clonotype1100	0	0	0	0	0	1	0	1	1
clonotype1101	0	0	0	0	0	1	0	1	1
clonotype1102	0	0	0	0	0	1	0	1	1
clonotype1103	0	0	0	0	0	1	0	1	1
clonotype1104	0	0	0	0	0	1	0	1	1
clonotype1105	0	0	0	0	0	1	0	1	1
clonotype1106	0	0	0	0	0	1	0	1	1
clonotype1107	0	0	0	0	0	1	0	1	1
clonotype1108	0	0	0	0	0	1	0	1	1
clonotype1109	0	0	0	0	0	1	0	1	1
clonotype1110	0	0	0	0	0	1	0	1	1
clonotype1111	0	0	0	0	0	1	0	1	1
clonotype1112	0	0	0	0	0	1	0	1	1
clonotype1113	0	0	0	0	0	1	0	1	1
clonotype1114	0	0	0	0	0	1	0	1	1
clonotype1115	0	0	0	0	0	1	0	1	1
clonotype1116	0	0	0	0	0	1	0	1	1
clonotype1117	0	0	0	0	0	1	0	1	1
clonotype1118	0	0	0	0	0	1	0	1	1
clonotype1119	0	0	0	0	0	1	0	1	1
clonotype1120	0	0	0	0	0	1	0	1	1
clonotype1121	0	0	0	0	0	1	0	1	1
clonotype1122	0	0	0	0	0	0	0	1	1
clonotype1123	0	0	0	0	0	1	0	1	1
clonotype1124	0	0	0	0	0	1	0	1	1
clonotype1125	0	0	0	0	0	1	0	1	1
clonotype1126	0	0	0	0	0	1	0	1	1
clonotype1127	0	0	0	0	0	1	0	1	1
clonotype1128	0	0	0	0	0	1	0	1	1
clonotype1129	0	0	0	0	0	1	0	1	1
clonotype1130	0	0	0	0	0	1	0	1	1
clonotype1131	0	0	0	0	0	1	0	1	1
clonotype1132	0	0	0	0	0	1	0	1	1
clonotype1133	0	0	0	0	0	1	0	1	1
clonotype1134	0	0	0	0	0	1	0	1	1
clonotype1135	0	0	0	0	0	1	0	1	1
clonotype1136	0	0	0	0	0	1	0	1	1
clonotype1137	0	0	0	0	0	1	0	1	1
clonotype1138	0	0	0	0	0	1	0	0	1
clonotype1139	0	0	0	0	0	1	0	1	1
clonotype1140	0	0	0	0	0	1	0	1	1
clonotype1141	0	0	0	0	0	1	0	1	1
clonotype1142	0	0	0	0	0	1	0	1	1
clonotype1143	0	0	0	0	0	1	0	1	1
clonotype1144	0	0	0	0	0	1	0	1	1
clonotype1145	0	0	0	0	0	1	0	1	1
clonotype1146	0	0	0	0	0	1	0	1	1
clonotype1147	0	0	0	0	0	1	0	1	1
