	TCR_401AB	TCR_403A	TCR_403B	TCR_464A	TCR_471A	TCR_663	TCR_668	TCR_669	TCR_672
clonotype2696	0	0	0	0	0	0	0	0	0.04
clonotype2697	0	0	0	0	0	0	0	0	0.04
clonotype2698	0	0	0	0	0	0	0	0	0.04
clonotype2699	0	0	0	0	0	0	0	0	0.04
clonotype2700	0	0	0	0	0	0	0	0	0.04
clonotype2701	0	0	0	0	0	0	0	0	0.04
clonotype2702	0	0	0	0	0	0	0	0	0.04
clonotype2703	0	0	0	0	0	0	0	0	0.04
clonotype2704	0	0	0	0	0	0	0	0	0.04
clonotype2705	0	0	0	0	0	0	0	0	0.04
clonotype2706	0	0	0	0	0	0	0	0	0.04
clonotype2707	0	0	0	0	0	0	0	0	0.04
clonotype2708	0	0	0	0	0	0	0	0	0.04
clonotype2709	0	0	0	0	0	0	0	0	0.04
clonotype2710	0	0	0	0	0	0	0	0	0.04
clonotype2711	0	0	0	0	0	0	0	0	0.04
clonotype2712	0	0	0	0	0	0	0	0	0.04
clonotype2713	0	0	0	0	0	0	0	0	0.04
clonotype2714	0	0	0	0	0	0	0	0	0.04
clonotype2715	0	0	0	0	0	0	0	0	0.04
clonotype2716	0	0	0	0	0	0	0	0	0.04
clonotype2717	0	0	0	0	0	0	0	0	0.04
clonotype2718	0	0	0	0	0	0	0	0	0.04
clonotype2719	0	0	0	0	0	0	0	0	0.04
clonotype2720	0	0	0	0	0	0	0	0	0.04
clonotype2721	0	0	0	0	0	0	0	0	0.04
clonotype2722	0	0	0	0	0	0	0	0	0.04
clonotype2723	0	0	0	0	0	0	0	0	0.04
clonotype2724	0	0	0	0	0	0	0	0	0.04
clonotype2725	0	0	0	0	0	0	0	0	0.04
clonotype2726	0	0	0	0	0	0	0	0	0.04
clonotype2727	0	0	0	0	0	0	0	0	0.04
clonotype2728	0	0	0	0	0	0	0	0	0.04
clonotype2729	0	0	0	0	0	0	0	0	0.04
clonotype2730	0	0	0	0	0	0	0	0	0.04
clonotype2731	0	0	0	0	0	0	0	0	0.04
clonotype2732	0	0	0	0	0	0	0	0	0.04
clonotype2733	0	0	0	0	0	0	0	0	0.04
clonotype2734	0	0	0	0	0	0	0	0	0.04
clonotype2735	0	0	0	0	0	0	0	0	0.04
clonotype2736	0	0	0	0	0	0	0	0	0.04
clonotype2737	0	0	0	0	0	0	0	0	0.04
clonotype2738	0	0	0	0	0	0	0	0	0.04
clonotype2739	0	0	0	0	0	0	0	0	0.04
clonotype2740	0	0	0	0	0	0	0	0	0.04
clonotype2741	0	0	0	0	0	0	0	0	0.04
clonotype2742	0	0	0	0	0	0	0	0	0.04
clonotype2743	0	0	0	0	0	0	0	0	0.04
clonotype2744	0	0	0	0	0	0	0	0	0.04
clonotype2745	0	0	0	0	0	0	0	0	0.04
clonotype2746	0	0	0	0	0	0	0	0	0.04
clonotype2747	0	0	0	0	0	0	0	0	0.04
clonotype2748	0	0	0	0	0	0	0	0	0.04
clonotype2749	0	0	0	0	0	0	0	0	0.04
clonotype2750	0	0	0	0	0	0	0	0	0.04
clonotype2751	0	0	0	0	0	0	0	0	0.04
clonotype2752	0	0	0	0	0	0	0	0	0.04
clonotype2753	0	0	0	0	0	0	0	0	0.04
clonotype2754	0	0	0	0	0	0	0	0	0.04
clonotype2755	0	0	0	0	0	0	0	0	0.04
None	0	0	0	0	0	0	0	0	0
